poultry_establishment_id,full_establishment_id,name,address,city,state,zip,grant_date,activities,dba,district,circuit,establishment_size,processed_volume_category,slaughter_volume_category,active
P4934,M4934 + P4934,T&J Sausage Kitchen,2831 E. Miraloma ave,Anaheim,CA,92806,,"Meat Processing, Poultry Processing","",5,521,Small,4,,true
P4985,M4985 + P4985,Modesto Food Distributors,7601 El Camino Real,Colma,CA,94014,,"Meat Processing, Poultry Processing","",5,519,Small,3,,true
P4989,M4989 + P4989 + V4989,K&M Meat Packing,2443 E. 27th Street,Vernon,CA,90058,2004-02-12 00:00:00 UTC,"Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Processing - Rabbit","K&M Food Service, Inc.; K&M Meat Company Inc.; Primetime Steaks.com",5,503,Small,3,,true
P509,P509,Koch Foods,123 South Fairmont Ave,Morristown,TN,37815,,"Poultry Processing, Poultry Slaughter","",90,9021,Small,5,5,true
P5097,M5097 + P5097,Bonollo Provisions,55 CLARKSON STREET,PROVIDENCE,RI,02908,,"Meat Processing, Poultry Processing","",60,6029,Small,3,,true
P510,P510,House of Raeford Farms,3333 Highway 117 South,Rose Hill,NC,28458,,"Poultry Processing, Poultry Slaughter","",80,8005,Large,5,5,true
P511,P511,Butterball,307 Dodgen Place,Ozark,AR,72949,,"Poultry Processing, Poultry Slaughter",Carolina Turkey,35,3505,Large,5,5,true
P51179,P51179 + V51179,Sanderson Farms,320 Sanderson Farms Pkwy,Palestine,TX,75803,2017-05-09 00:00:00 UTC,"Certification - Export, Poultry Processing, Poultry Slaughter","",40,4029,Large,5,5,true
P51255,M51255 + P51255,Natural State Processing,245 Quality Dr,Clinton,AR,72031,,"Poultry Processing, Poultry Slaughter","",35,3502,Very Small,3,4,true
P51302,M51302 + P51302,Belmont Meats,36 Quarry Road,Paradise,PA,17562,2019-01-08 00:00:00 UTC,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter","",60,6023,Very Small,2,3,true
P51345,P51345,Pearl River Foods,1012 Progress Drive,Carthage,MS,39051,2020-12-08 00:00:00 UTC,Poultry Processing,"",90,9004,Small,4,,true
P51354,M51354 + P51354,Select Cut Meat Processing,1835 S. Canal St.,Chicago,IL,60616,,"Meat Processing, Poultry Processing",Bright Butcher; Smart Cut; Tasty Char Siu,50,5002,Small,4,,true
P5142,M5142 + P5142,Washington Avenue Poultry,318 Nevins Street,Brooklyn,NY,11215,,Poultry Processing,Altakwa Poultry,60,6024,Very Small,2,,true
P517,P517,Mar-Jac Poultry-MS,1301 James Street,Hattiesburg,MS,39401,,"Poultry Processing, Poultry Slaughter",Mar-Jac Poultry - MS LLC,90,9009,Large,5,5,true
P519,P519,Wayne Farms,525 Wayne Drive,Laurel,MS,39440,2017-11-07 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",90,9009,Large,5,5,true
P522,P522,Sanderson Farms,1111 North Fir Ave,Collins,MS,39428,,"Poultry Processing, Poultry Slaughter","",90,9009,Large,5,5,true
P5221,M5221 + P5221,Home Food Services of PA,2092 Farragut Avenue,Bristol,PA,19007,,"Meat Processing, Poultry Processing",Agostino Gourmet; Passanante Brothers; Prime Time Foods,60,6022,Small,2,,false
P5268,M5268 + P5268,Cola Foods,7 Industrial Road,Cranston,RI,02920,2020-01-09 00:00:00 UTC,"Meat Processing, Poultry Processing","Giovanni; Lincoln Packing, LLC; Marcello Sausage Company",60,6029,Small,3,,true
P5275,M5275 + P5275,Lupo's Quality Deli,625 Dickson Street,Endicott,NY,13760,,"Meat Processing, Poultry Processing","Sam A. Lupo & Sons, Inc.",60,6028,Small,3,,true
P529,P529 + V529,Pilgrim's Pride,209 North Third Street,Arcadia,WI,54612,,"Off-Premise Freezing - Poultry, Poultry Processing, Poultry Slaughter",Gold'n Plump; Pilgrims,25,2522,Small,5,5,true
P5292,M5292 + P5292,G&L Meat Company,111 Gateway Park Drive,North Syracuse,NY,13212,2018-11-07 00:00:00 UTC,"Meat Processing, Poultry Processing","",60,6028,Small,3,,true
P533,P533,FreeBird Chicken,220 North Center Street,Fredericksburg,PA,17026,,"Poultry Processing, Poultry Slaughter","FreeBird Chicken; Poultry Holdings, LLC; Table Trust Brands+",60,6023,Small,4,5,true
P533A,P533A,Hain Pure Protein - FreeBird West,2609 Route 22,Fredericksburg,PA,17026,2019-06-03 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",60,6023,Small,4,,true
P5351,M5351 + P5351,Martin's Specialty Sausage Company,150 Harmony Road,Mickleton,NJ,08056,2002-11-02 00:00:00 UTC,"Meat Processing, Poultry Processing","",80,8012,Small,3,,true
P544,M544 + P544,Jennie-O Turkey Store,1129 Main Street East,Melrose,MN,56352,2019-04-12 00:00:00 UTC,"Meat Processing, Poultry Processing, Poultry Slaughter","",25,2503,Large,5,5,true
P548,P548,JCG Foods of Alabama,764 George Cagle Drive,Collinsville,AL,35961,,"Poultry Processing, Poultry Slaughter",Cagle's ; JCG Foods; Koch Foods,90,9012,Large,5,5,true
P549,M549 + P549,Tyson Foods,3424 Cambridge,Springdale,AR,72762,,"Meat Processing, Poultry Processing","",35,3512,Small,2,,true
P551,M18866 + P551,Jennie-O Turkey Store Sales,2505 Willmar Avenue SW,Willmar,MN,56201,2009-09-06 00:00:00 UTC,"Meat Processing, Poultry Processing, Poultry Slaughter","Festive Brand; Hormel Foods Corporation; Jennie-O; Jennie-O Foods, Inc.; Jennie-O Turkey Store, Inc.; Jerome Foods, Inc.; Jerome's Golden Glo; Northwestern Deli; The Turkey Store, Inc.; West Central Turkeys, LLC",25,2504,Large,5,4,true
P5533,M5533 + P5533 + V5533,West Liberty Foods,207 W. Second Street,West Liberty,IA,52776,,"Certification - Export, Meat Processing, Poultry Processing, Poultry Slaughter",Iowa Turkey Growers Coop; West Liberty Foods,25,2505,Large,5,4,true
P5542A,M5542A + P5542A,Tur-Pak Foods,6201 MacArthur Street,Sioux City,IA,51111,1995-11-09 00:00:00 UTC,"Meat Processing, Poultry Processing","Co-Pak Foods, Inc.; Kustom Pak Foods. Ltd.; Marbac, Inc.; Pak Fabricators, Ltd.",25,2523,Small,4,,true
P5562,M5562 + P5562 + V5562,S&S Quality Meats,1542 Highway 99 South,Emporia,KS,66801,,"Certification - Export, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing, Voluntary Processing - Meat",Fanestil Meats; Fanestil Packing Company,35,3509,Small,3,,true
P559,P559,Tyson Foods,6600 Hwy. 431 South,Albertville,AL,35950,2020-04-12 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Tyson Farms Inc,90,9012,Large,5,5,true
P56,M56 + P56,Pilgrim's Pride,330 CO-OP DRIVE,TIMBERVILLE,VA,22853,,"Meat Processing, Poultry Processing, Poultry Slaughter","Pilgrims/JBS; ROCKINGHAM POULTRY, INC.; WAMPLER FOODS, INC.",80,8008,Large,5,5,true
P5787,P5787,Pilgrim's Pride,7088 Hwy 1 Bypass,Natchitoches,LA,71457,,"Poultry Processing, Poultry Slaughter","",40,4014,Large,5,5,true
P579,M579 + P579 + V579,Jennie-O Turkey Store,1116 NW 4th Avenue,Faribault,MN,55021,2019-04-12 00:00:00 UTC,"Certification - Export, Meat Processing, Poultry Processing, Poultry Slaughter","Festive Brand; Hormel Foods Corporation; Jennie-O; Jennie-O Foods, Inc.; Jennie-O Turkey Store, Inc.; Jerome Foods, Inc.; Jerome's Golden Glo; Norwestern Deli; The Turkey Store, Inc.; West Central Turkeys, LLC",25,2512,Large,5,4,true
P5819,M5819 + P5819 + V5819,Gourmet Ranch,3902 N. Main Street,Houston,TX,77009,2011-05-07 00:00:00 UTC,"Meat Processing, Poultry Processing, Voluntary Processing - Meat","",40,4026,Small,4,,true
P5837,M5837 + P5837,Simmons Prepared Foods,#5 Main Street,Van Buren,AR,72956,,"Meat Processing, Poultry Processing","Blue Ribbon Farms; Simmons Foods, Inc; Simmons Industries, Inc.; Simmons Poultry Farms, Inc",35,3505,Large,5,,true
P584,P584,Pilgrim's Pride,1107 Monticello Road,Mount Pleasant,TX,75456,2021-11-06 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",County Post,40,4027,Large,5,5,true
P5840,P5840,Simmons Prepared Foods,8425 Suite A Hwy 45,Fort Smith,AR,72916,,Poultry Processing,"Blue Ribbon Farms; Simmons Foods, Inc; Simmons Industries, Inc.; Simmons Poultry Farms, Inc.",35,3505,Small,4,,true
P5842,M5842 + P5842 + V5842,Tyson Foods,600 N. Berry Street,Springdale,AR,72762,,"Certification - Export, Meat Processing, Poultry Processing, Poultry Slaughter","Holly Farms; McCarty Foods; Tyson Poultry, Inc.",35,3512,Large,5,5,true
P5916,M5916 + P5916,Longhini,41 Longhini Lane,New Haven,CT,06519,,"Meat Processing, Poultry Processing","",60,6006,Small,4,,true
P5933,P5933,Puritan Foods,17 Foodmart Road,Boston,MA,02118,0017-02-21 00:00:00 UTC,Poultry Processing,Pure Pack,,,,,,true
P6,M17250 + P6 + V6,Tyson Foods,67240 Main Street,Blountsville,AL,35031,,"Poultry Processing, Poultry Slaughter","TSD Sales & Distribution; Tyson Farms, Inc",90,9010,Large,5,5,true
P6058,P6058,Perdue Foods,1000 Jason Lane,Mount Vernon,WA,98273,,"Poultry Processing, Poultry Slaughter",Draper Valley Farms; Ranger; Roxy,15,1530,Small,4,5,true
P607,P607,Tyson Foods,212 E. Elm Street,Rogers,AR,72756,2019-03-12 00:00:00 UTC,Poultry Processing,"Tyson Poultry, Inc.",35,3518,Large,4,,true
P6070,M6070 + P6070,Los Angeles Poultry,4816 Long Beach Avenue,Los Angeles,CA,90058,1996-10-06 00:00:00 UTC,Poultry Processing,DeeDee's Poultry; Preferred Poultry; Sauschick,5,535,Small,4,,true
P6090,M6090 + P6090,Roger's Poultry,2020 E 67th St.,Los Angeles,CA,90001,,"Meat Processing, Poultry Processing","",5,535,Small,3,,true
P6119,M6119 + P6119,C.R. Meats,994 West MacArthur Blvd.,Oakland,CA,94608,,"Meat Processing, Poultry Processing",Manna Foods,5,511,Very Small,3,,true
P6124,M6124 + P6124 + V6124,Compass Foods,601 Zeff Road,Modesto,CA,95351,2020-02-07 00:00:00 UTC,"Certification - Export, Meat Processing, Poultry Processing","",5,509,Small,4,,true
P6137,M6137 + P6137,Foster Farms,843 Davis St.,Livingston,CA,95334,,"Poultry Processing, Poultry Slaughter","",5,508,Large,5,5,true
P6137A,P6137A,Foster Farms,2960 Cherry St.,Fresno,CA,93706,,"Poultry Processing, Poultry Slaughter","",5,505,Large,5,5,true
P6153,M6153 + P6153,Seaport Meat Co.,2533 Folex Way,Spring Valley,CA,91978,,"Meat Processing, Poultry Processing","",5,518,Small,3,,true
P6164A,P6164A,Foster Farms,1700 South 13th Avenue,Kelso,WA,98626,,"Poultry Processing, Poultry Slaughter",Sunland Poultry Company,15,1527,Large,5,5,true
P622,P622,Tyson Foods,2023 Hasty Street,Monroe,NC,28110,2018-05-09 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","Tyson Farms, Inc. & TSD Sales & Distribution",80,8003,Large,5,5,true
P6239,M6239 + P6239 + V6239,Shamrock Food,2540 N 29th Ave.,Phoenix,AZ,85009,2004-08-12 00:00:00 UTC,"Meat Processing, Poultry Processing, Voluntary Processing - Meat","",5,504,Small,3,,true
P6267,M6267 + P6267,Interbay Food Company,19210  144th N. E.,Woodinville,WA,98072,2009-11-06 00:00:00 UTC,"Meat Processing, Poultry Processing",Goetz Western Meats,15,1526,Small,2,,true
P6308,M6308 + P6308,Zenner's Quality Meat Products,2131 NW Kearney Street,Portland,OR,97210,,"Meat Processing, Poultry Processing",Zenner's Sausage Company,15,1509,Small,3,,true
P6403A,M17217A + P6403A + V17217A,Plymouth Poultry,"3416-B St. N.W., Suite C",Auburn,WA,98001,,"Meat Processing, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat","",15,1526,Very Small,4,,true
P646,P646,JCG Foods of Georgia,14075 GA Hwy 116 East,Pine Mt Valley,GA,31823,,"Poultry Processing, Poultry Slaughter",Cagle's; JCG; Koch Foods,85,8505,Large,5,5,true
P6504,P6504,Peco Foods,3701 Reese Phifer Avenue,Tuscaloosa,AL,35401,,"Poultry Processing, Poultry Slaughter","",90,9001,Large,5,5,true
P6505,P6505,Norman W. Fries,8816 Highway 301 North,Claxton,GA,30417,,"Poultry Processing, Poultry Slaughter",Claxton Poultry Farms,85,8509,Large,5,5,true
P6510,P6510,Peco Foods,95 Commerce Drive,Bay Springs,MS,39422,,"Poultry Processing, Poultry Slaughter",Peco Farms Inc,90,9024,Large,5,5,true
P6519B,P6519B,Coastal Processing,1670 FORSTMANN Rd.,Louisville,GA,30434,,"Poultry Processing, Poultry Slaughter","",85,8503,Small,5,5,true
P6529,P6529,Koch Foods,3500 West Blvd.,Montgomery,AL,36108,2021-08-07 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",90,9007,Large,5,5,true
P6574,M6574 + P6574,Grand Western Brands,240 S.W. 32nd Street,Fort Lauderdale,FL,33315,,"Meat Processing, Poultry Processing","",85,8535,Small,3,,true
P6616,P6616 + V6616,Peco Foods,15292 Highway 21 South,Sebastopol,MS,39359,,"Certification - Export, Poultry Processing, Poultry Slaughter","",90,9024,Large,5,5,true
P6638,P6638,Pilgrim's Pride,4693 County Road 636,Enterprise,AL,36330,,"Poultry Processing, Poultry Slaughter",Gold 'N Plumb; Just Bare Chicken; Pierce Foods,90,9007,Large,5,5,true
P6640,M6640 + P6640,Kabobs Aquisition,5423 North Lake Drive,Lake City,GA,30260,2009-09-10 00:00:00 UTC,"Meat Processing, Poultry Processing",Albert Uster (AUI); Appetizer's USA; Babeth's Feast; Beacon Hill; Better Food Concepts Occasions; Chesapeake; Concierge; Holiday Foods; Honey Baked; Imperial Finest; Kansas City Steaks; Mackenzie; Oakstove ; Royal Pacific; Savoir Fare; Seacliff,85,8505,Small,3,,true
P6645,M6645 + P6645,Carolina Fresh Foods,159 N. Chase St.,Florence,SC,29501,2018-05-12 00:00:00 UTC,"Meat Processing, Poultry Processing",Carolina Fresh Foods,85,8522,Small,4,,true
P6651,P6651,Tyson Foods,901 W. Jackson Street,Shelbyville,TN,37160,,"Poultry Processing, Poultry Slaughter","Delightful Farms; Howard County Farms; TSD Sales and Distribution; Tyson Farms, Inc.",90,9029,Large,5,5,true
P6666,P6666,Koch Foods,501 Paden Road,Gadsden,AL,35903,,"Poultry Processing, Poultry Slaughter","",90,9012,Large,5,5,true
P667,M667 + P667,Mountaire Farms,55 Hosier St.,Selbyville,DE,19975,2020-11-09 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Mountaire; Mountaire Farms; Mountaire Farms Inc.,80,8017,Large,5,5,true
P6692,M6692 + P6692,Marvel International,Amelia Distribution Center,Guaynabo,PR,00968,,"Meat Processing, Poultry Processing","Marvel Specialties, Inc.",85,8544,Small,3,,true
P671,M1600 + P671,Sanderson Farms Foods Division,4418 Mangum Drive,Flowood,MS,39232,2019-09-05 00:00:00 UTC,Poultry Processing,Covington Farms; Spring Farms,90,9004,Small,4,,true
P6717,M6717 + P6717,Eurocaribe Packing,Calle A Lote #23 Cabo Caribe Industrial Park,Vega Baja,PR,00694,,"Meat Processing, Poultry Processing",Atalanta; Burger King; Congusto; Cotsco; Econo; El Serranito; Great value; Pueblo; Sam's; SuperMax,85,8540,Small,4,,true
P6719,P6719 + V6719,Pilgrim's Pride,1300 Market Street,Chattanooga,TN,37402,,"Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry",Country Pride,90,9027,Small,4,,true
P6744,M6744 + P6744,Segarra's Sausage,Road #420 Km1 Hm 6,Moca,PR,00676,,"Meat Processing, Poultry Processing","",85,8540,Very Small,3,,true
P6765,M6765 + P6765,Wichita Packing,340 North Oakley Boulevard,Chicago,IL,60612,2017-07-06 00:00:00 UTC,"Meat Processing, Poultry Processing","",50,5002,Small,4,,true
P677,M1383 + P677,Praters Foods,2206 114th Street,Lubbock,TX,79423,2011-08-04 00:00:00 UTC,"Meat Processing, Poultry Processing",Prater's Foods,40,4028,Small,3,,true
P687,P687,House of Raeford,410 Sunset Boulevard,West Columbia,SC,29169,,"Poultry Processing, Poultry Slaughter","",85,8522,Large,5,5,true
P689,P689 + V689,Cooks Venture Poultry Jay,357 N. Main Street,Jay,OK,74346,,"Certification - Export, Poultry Processing, Poultry Slaughter",Cooks Venture,40,4042,Small,5,4,true
P6916,M6916 + P6916 + V6916,Amity Packing,4220 S. Kildare Ave.,Chicago,IL,60632,,"Certification - Export, Meat Processing, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Processing - Rabbit","",50,5006,Small,5,,true
P6934,M6934 + P6934,Stap,275 E. Hintz Rd.,Wheeling,IL,60090,,"Meat Processing, Poultry Processing",Anderson Farms,50,5004,Very Small,2,,true
P7011A,M7011A + P7011A + V7011,Creative Specialty Food Solutions,4845 Yale Street,Houston,TX,77018,,"Certification - Export, Meat Processing, Poultry Processing","",40,4026,Small,2,,true
P7044,P7044,Tyson Foods,1484 NE Loop,Carthage,TX,75633,,"Poultry Processing, Poultry Slaughter","Tyson Poultry, Inc.",40,4029,Large,5,5,true
P7048,M7048 + P7048,Tyson Foods,802 S. 28th Street,Van Buren,AR,72956,2014-02-07 00:00:00 UTC,"Meat Processing, Poultry Processing","Tyson Poultry, Inc.",35,3505,Large,5,,true
P705,P705,Pilgrim's Pride,401 South 3rd Street,DeQueen,AR,71832,2021-08-06 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Pilgrim's,35,3514,Large,5,5,true
P7085,P7085 + V7085,Tyson Foods,Highway 259 South,Broken Bow,OK,74728,2020-06-03 00:00:00 UTC,"Certification - Export, Off-Premise Freezing - Poultry, Poultry Processing, Poultry Slaughter","Arkie Chicken; Brennan Packing Company, Inc.; Carroll County; Cavanaugh Lakeview Farms; Choctaw Maid; Colonia; Delightful Farms; Delta Valley; Eastwood Foods; Gold Leaf; Greenwich; Holly Farms; Howard County; Hudson Foods, Inc.; Janet Davis; Lady Aster Food Service; McCarty Foods; Ole Carolina Brand & Design; Patti Jean; Prospect Farms; Spare Time; Tyson; Victor F. Weaver Company; Washington Creamery",40,4043,Large,5,5,true
P7089,M7089 + P7089,Tyson Foods,1001 Stoddard,Dexter,MO,63841,2021-10-03 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Tyson Chicken Inc,35,3513,Large,5,5,true
P7091,P7091,Pilgrim's Pride,1000 Pilgrim Street,Mount Pleasant,TX,75455,2021-04-06 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",40,4027,Small,5,5,true
P7091A,M7091A + P7091A,Pilgrim's Pride,1000 Pilgrim's Street,Mount Pleasant,TX,75455,,"Meat Processing, Poultry Processing",Country Pride; Gold Kist Farms; Pierce ; Pilgrim's; Sweet Georgia,40,4027,Large,5,,true
P7100,M7100 + P7100 + V7100,Tyson Foods,100 East Cassady,Nashville,AR,71852,,"Certification - Export, Meat Processing, Poultry Processing, Poultry Slaughter","Tyson Poultry, Inc.",35,3514,Large,5,5,true
P7101,P7101,Tyson Foods,301 East Cherry Street,Clarksville,AR,72830,2020-12-08 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","TSD Sales and Distribution; Tyson Poultry, Inc.",35,3520,Large,5,5,true
P7156,P7156 + V7156,Tyson Foods,275 County Road 278,Hope,AR,71801,,"Certification - Export, Poultry Processing, Poultry Slaughter","Tyson Chicken, Inc.",35,3514,Large,5,5,true
P7174,P7174,Butterball,1294 N. College St.,Huntsville,AR,72740,,"Poultry Processing, Poultry Slaughter",Carolina Turkey,35,3502,Large,5,4,true
P72,P72,Tyson Foods,1291 N Hwy. 7,Dardanelle,AR,72834,2019-03-12 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","TSD Sales and Distribution; Tyson Food Service; Tyson Poultry, Inc.; Tyson Sales and Distribution, Inc.",35,3520,Large,5,5,true
P7212,M10 + P7212 + V10,Buckhead Meat & Seafood of Houston,10310 Greens Crossing Blvd.,Houston,TX,77038,,"Certification - Export, Meat Processing, Poultry Processing",Buckhead Meat; Buckhead Meat of Houston; Freedman Foods; Freedman Foodservice,40,4026,Small,4,,true
P7231,M7231 + P7231,HEB Meat Plant,4710 N. Pan Am Expressway,San Antonio,TX,78218,2020-01-09 00:00:00 UTC,"Meat Processing, Poultry Processing",Parkway Manufacturing,40,4040,Large,5,,true
P7264,P7264 + V7264,Sanderson Farms,13111 Hwy 190 West,Hammond,LA,70401,,"Certification - Export, Poultry Processing, Poultry Slaughter","",40,4015,Large,5,5,true
P727,P727 + V727,Simmons Prepared Foods,10700 South State Hwy 43,South West City,MO,64863,,"Certification - Export, Food Inspection, Identification - Poultry, Poultry Processing, Poultry Slaughter","Blue Ribbon Farms; Simmons Foods, Inc.; Simmons Industries, Inc.; Simmons Poultry Farms, Inc.",35,3518,Large,5,5,true
P7271,M7271 + P7271,C&L Foods,1802 E. Levee,Dallas,TX,75207,2015-02-06 00:00:00 UTC,"Meat Processing, Poultry Processing",C & L Foods Inc.,40,4024,Small,3,,true
P7342,P7342 + V7342,Wayne Farms,808 Ross Clark Circle NE,Dothan,AL,36303,2019-05-04 00:00:00 UTC,"Certification - Export, Poultry Processing, Poultry Slaughter","",90,9007,Large,5,5,true
P7345,M7345 + P7345,Butterball,1628 Garner Chapel Road,Mount Olive,NC,28365,,"Poultry Processing, Poultry Slaughter",Carolina Turkeys; Carroll's Farm,80,8015,Large,5,5,true
P737,M737 + P737,House of Raeford - Wallace Div,253 Butterball Road,Teachey,NC,28464,2018-03-12 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Columbia Farms,80,8005,Large,5,5,true
P7374,P7374,To-Ricos,Road 14 Km. 48.0 Asomante,Aibonito,PR,00705,,"Poultry Processing, Poultry Slaughter",Chicken Ring Things; Country Post; Country Pride; Country Skillet; Pilgrim's Signature; Rancho Durado; Ring Thins; Rockingham; Round Hill; Shin Valley; Valley Pride; Wampler; Wampler Foods; Wampler Longacre; WOW,85,8544,Small,5,5,true
P7428,M7428 + P7428 + V7428,Joyce Foods,4787 Kinnamon Rd.,Winston Salem,NC,27103,,"Animal Foods Inspection, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Processing - Rabbit, Voluntary Slaughter - Poultry, Voluntary Slaughter - Rabbit",Joyce Farms,80,8007,Small,2,4,true
P7429,M7429 + P7429,Hampton Meat Processing,1890 Pembroke Rd.,Hopkinsville,KY,42240,,"Meat Processing, Meat Slaughter, Poultry Processing","",90,9002,Small,3,3,true
P746,M2277 + P746 + V746,Tyson Foods,3800 Progress Street,North Little Rock,AR,72114,,"Certification - Export, Meat Processing, Poultry Processing","Arkie Chicken; Brennan Packing Co., Inc.; Carroll County; Cavanaugh Lakeview Farms; Choctaw Maid; Colonia; Delightful Farms; Delta Valley; Eastwood Foods; Gold Leaf; Greenwich; Holly Farms; Howard County; Hudson Foods, Inc.; Janet Davis; Lady Aster (Food Service); McCarty Foods; Ole Carolina Brand & Design; Patti Jean; Prospect Farms; Spare Time; Tyson; Victor F. Weaver Co.; Washington Creamery",35,3520,Small,4,,true
P7460,M7460 + P7460,Waltkoch,1025 Airport Parkway,Gainesville,GA,30501,2011-01-07 00:00:00 UTC,"Meat Processing, Poultry Processing","",85,8513,Small,5,,true
P7464,M7464 + P7464,F.B. Purnell Sausage Company,6931 Shelbyville Road,Simpsonville,KY,40067,,"Meat Processing, Meat Slaughter, Poultry Processing","",90,9011,Small,4,3,true
P7470,M7470 + P7470,Mountaire Farms - NC Division,17269 NC Highway 71 North,Lumber Bridge,NC,28357,2020-11-09 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Mountaire Farms of North Carolina,80,8010,Large,5,5,true
P7485,P7485 + V7485,Wayne Farms,1020 County Road 114,Jack,AL,36346,2019-05-04 00:00:00 UTC,"Certification - Export, Off-Premise Freezing - Poultry, Poultry Processing, Poultry Slaughter","",90,9007,Large,5,5,true
P7487,P7487,Koch Foods,1826 Cappella Street,Chattanooga,TN,37408,,"Poultry Processing, Poultry Slaughter","",90,9027,Small,5,5,true
P7567,M7567 + P7567,Wegmans Food Markets,360 Wegmans Market Street,Rochester,NY,14624,,"Meat Processing, Poultry Processing","",60,6009,Small,3,,true
P757,M757 + P757 + V757,Hillshire Brands,315 Vilas Road,Storm Lake,IA,50588,2017-03-11 00:00:00 UTC,"Certification - Export, Meat Processing, Poultry Processing, Poultry Slaughter","Aidells Sausage Co.; Brennan Packing Co., Inc.; Delightful Farms; Delta Valley; Galileo Foods; Golden Island Jerky Company, Inc.; Prospect Farms; Russer Foods; Sara Lee; Sara Lee Foodservice; TSD Sales and Distribution; Tyson Chicken, Inc.; Tyson Deli, Inc.; Tyson Farms, Inc.; Tyson Food Service; Tyson Fresh Meats, Inc.; Tyson Poultry, Inc.; Tyson Prepared Foods, Inc.; Tyson Sales and Distribution, Inc.; Victor F. Weaver Co.",25,2525,Large,5,4,true
P758,P758,Tyson Foods,3865 Highway 35 North,Carthage,MS,39051,,"Poultry Processing, Poultry Slaughter","Delightful Farms; Delta Valley; Prospect Farms; TSD Sales & Distribution; Tyson Farms, Inc; Victor F. Weaver",90,9024,Large,5,5,true
P7632,P7632,Zorro Leasing,900 W. Belgravia,Fresno,CA,93706,2010-11-05 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",5,505,Large,5,5,true
P764,P764,Perdue Foods,521 Willow St.,Salisbury,MD,21801,2018-07-08 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",80,8017,Large,5,5,true
P7669,P7669,Turkey Valley Farms,112 S. 6th St.,Marshall,MN,56258,2019-12-09 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",25,2535,Small,5,4,true
P768,P768 + V768,Tyson Foods,442 Plant Street,Waldron,AR,72958,2015-05-05 00:00:00 UTC,"Certification - Export, Poultry Processing, Poultry Slaughter","Tyson Poultry, Inc.",35,3514,Large,5,5,true
P77,M77 + P77,Maid-Rite Specialty Foods,105 Keystone Industrial Park,Dunmore,PA,18512,,"Meat Processing, Poultry Processing","",60,6014,Small,3,,true
P7760,M7760 + P7760,Jennie-O Turkey Store,1126 West Benson Avenue,Willmar,MN,56201,2019-04-12 00:00:00 UTC,"Meat Processing, Poultry Processing","Festive Brand; Hormel Foods Corporation; Jennie O; Jennie-O Foods Inc.; Jennie-O Turkey Store, Inc.; Jerome Foods, Inc.; Jerome's Golden Glo; Northwestern Deli; The Turkey Store, Inc.; West Central Turkeys, LLC",25,2503,Large,4,,true
P7769,P7769,Farbest Foods,4689 S. 400 West,Huntingburg,IN,47542,,"Poultry Processing, Poultry Slaughter","",50,5031,Large,5,4,true
P7834,M7834 + P7834,Premio Foods,609 10th Street,Union City,NJ,07087,,Meat Processing,Appetito Provision Co.; Casa D'Oro; D & B Meats; Family Pride; Pisa; Villa Capri Meats,80,8016,Large,4,,true
P787,M1698 + P787 + V1698,Schreiber Processing,56-20 59th Street,Maspeth,NY,11378,,"Meat Processing, Poultry Processing, Voluntary Processing - Meat","Alle Processing Corp; Meal Mart; Schreiber Caterers; We ""R"" Kosher",60,6018,Small,4,,true
P7877A,M7877A + P7877A + V7877,Rastelli,300 Heron Drive,Logan Township,NJ,08085,2013-02-08 00:00:00 UTC,"Meat Processing, Poultry Processing",Rastelli's Fine Foods,80,8012,Small,3,,true
P7900,M7900 + P7900,Prestige Farms,7120 Orr Road,Charlotte,NC,28213,,Poultry Processing,"",80,80,Small,4,,true
